customer_key,customer_id,customer_name,area,customer_segment,registration_date
451,16547602,Geetika Das,Nadiad,Inactive,Apr-23
452,16561710,Isaiah Natt,Baranagar,New,Sep-23
453,16617201,Ekaraj Bhandari,Hosur,New,Jan-24
454,16640907,Anjali Choudhary,Bhagalpur,Regular,Oct-24
455,16764246,Aarini Dewan,Pali,Premium,Sep-24
456,16780752,Avi Soman,Begusarai,Premium,Dec-23
457,16785724,Indali Majumdar,Vellore,Regular,Aug-23
458,16786161,Maya Ram,Chandigarh,Inactive,Nov-23
459,17100301,Jason Sur,Deoghar,Premium,Aug-24
460,17106161,Gagan Prabhakar,Shimoga,Inactive,May-24
461,17132416,Diya Tak,Solapur,Regular,Jan-24
462,17159117,Tripti Bassi,Karawal Nagar,Premium,May-24
463,17201639,Vidhi Toor,Korba,New,May-23
464,17287733,Balhaar Chaudhari,Morbi,Premium,Apr-24
465,17299810,Hamsini Krish,Kadapa,New,Mar-24
466,17341194,Faras Kaul,Burhanpur,Premium,Apr-23
467,17390673,Raghav Wali,Korba,Regular,Oct-24
468,17392512,Lavanya Bumb,Secunderabad,Premium,Jul-24
469,17521263,Tanvi Patla,Serampore,Inactive,Jun-24
470,17597449,Umang Dhingra,Guna,Inactive,Apr-23
471,17675915,Rayaan Wable,Varanasi,Inactive,Jan-24
472,17681645,Maanav Bhat,Bhagalpur,Premium,Dec-23
473,17696094,Tanvi Barad,Kirari Suleman Nagar,New,Sep-24
474,17749347,Akshay Bhasin,Panchkula,Premium,Jul-24
475,17805991,Jhalak Rai,Dhule,New,May-24
476,17843667,Yauvani Purohit,Bhubaneswar,New,Mar-24
477,17861428,Nicholas Chowdhury,Chandigarh,Inactive,Mar-24
478,17929886,Oscar Parekh,Salem,New,Mar-23
479,17939362,Anjali Yogi,Noida,Inactive,Feb-24
480,18035010,Vrishti Chakrabarti,Burhanpur,Premium,Jan-24
481,18082040,Jonathan Bir,Kochi,Regular,Apr-24
482,18113428,Dominic Goda,Rajkot,Regular,Sep-23
483,18140588,Orinder Malhotra,Jalna,Regular,Jul-24
484,18170800,Anamika Sur,Mathura,Regular,Jul-24
485,18199057,Xalak Sahni,Ratlam,Inactive,May-23
486,18229949,William Bora,Danapur,Inactive,Apr-23
487,18256339,Dalbir Dora,Mumbai,New,Nov-23
488,18259715,Finn Chacko,Pudukkottai,Regular,May-23
489,18326028,Lekha Bakshi,Ratlam,Inactive,Apr-24
490,18394558,Dipta Sarraf,Bareilly,Regular,Dec-23
491,18465047,Patrick Chaudhry,Ghaziabad,New,Mar-24
492,18567760,Ethan Natarajan,Fatehpur,Regular,May-24
493,18642306,Wazir Bahl,Tinsukia,Inactive,Dec-23
494,18771682,Nitara Sur,Shivpuri,Premium,Jul-23
495,18791381,Avni Gera,Jamalpur,Premium,Mar-24
496,18889370,Mason Atwal,Sri Ganganagar,Regular,Jun-23
497,18896771,Tejas Wable,Ramagundam,Inactive,May-23
498,18935489,Krishna Dugal,Tezpur,New,Jun-24
499,18940384,Anita Sehgal,Sonipat,New,Oct-23
500,18954314,Ladli Nagarajan,Mau,Inactive,Oct-24
501,18986315,Adweta Wason,Bidhannagar,Premium,Apr-23
502,19067680,Rajata Mall,North Dumdum,New,Dec-23
503,19080489,Reva Sha,Jalandhar,Regular,Mar-23
504,19084027,Mitesh Sehgal,Unnao,New,Jul-23
505,19091057,Kalpit Kohli,Kozhikode,Regular,Mar-24
506,19145354,Shivani Deo,Rohtak,Inactive,May-23
507,19179897,Tarak Nagi,Orai,Premium,Aug-23
508,19180962,Osha Varghese,Kalyan-Dombivli,Inactive,Jul-24
509,19182548,Laban Kulkarni,Bijapur,Regular,Mar-23
510,19216141,Teerth Manda,Giridih,Premium,May-23
511,19259955,Rehaan Borde,Nagpur,Inactive,Apr-23
512,19275474,Girik Hora,Lucknow,New,Oct-24
513,19375332,Udarsh Rao,Jodhpur,Regular,Jul-24
514,19393135,Nathaniel Gokhale,Bidhannagar,Regular,Jun-23
515,19400174,Urvi Grover,Saharanpur,New,May-24
516,19425804,Xavier Sahni,Jodhpur,Inactive,Apr-23
517,19482392,Yachana Nath,Muzaffarnagar,Regular,Jun-23
518,19523014,Neha Shroff,Ongole,New,Feb-24
519,19523856,Aryan Sood,Thoothukudi,Premium,Nov-23
520,19536688,Parth Ramaswamy,Tiruppur,New,Sep-23
521,19556566,Yashica Doctor,Tiruvottiyur,Premium,Nov-23
522,19581959,Eesha Sahota,Ghaziabad,Premium,Apr-23
523,19682060,Hamsini Swamy,Jehanabad,Inactive,Feb-24
524,19705695,Ayush Kala,Patiala,Premium,Jul-24
525,19741509,Michael Vohra,Vellore,Regular,Mar-24
526,19771128,Urvashi Bhandari,Vijayawada,Regular,Nov-23
527,19966989,Varsha Dutt,Secunderabad,Premium,Mar-24
528,20122449,Amaira Ahuja,Cuttack,New,Jan-24
529,20148223,Manbir Dua,Kamarhati,Inactive,May-23
530,20163931,Gautami Doshi,Kumbakonam,Regular,Aug-24
531,20209237,Anthony Ratti,Shimoga,Regular,Feb-24
532,20238921,Shivani Kumer,Thiruvananthapuram,Premium,Sep-23
533,20254516,Tanveer Samra,Nandyal,Inactive,Jul-24
534,20298398,Urvi Bali,Ahmednagar,New,Dec-23
535,20310720,Samaksh Chaudhuri,Bhubaneswar,Regular,Apr-23
536,20314691,Raksha Bhattacharyya,Salem,Inactive,Jul-24
537,20343501,Anthony Krishnamurthy,Sasaram,Inactive,Apr-23
538,20360447,Timothy Dubey,Akola,New,Oct-24
539,20469626,Tanish Ghose,Guntakal,Regular,Dec-23
540,20496835,Chandresh Panchal,Alwar,New,Dec-23
541,20517871,Lavanya Natt,Imphal,Premium,Jul-23
542,20625627,Hredhaan Prasad,Amritsar,Premium,Aug-24
543,20634789,Aarnav Som,Chinsurah,New,Jul-24
544,20689141,Maya Yohannan,Korba,Premium,May-24
545,20834589,Parth Madan,Giridih,Inactive,Jul-24
546,20835909,Inaya Ramanathan,Tinsukia,Premium,Apr-23
547,20940403,Tanvi Kala,Dhule,Premium,May-23
548,20951294,Sathvik Dhar,Anantapur,Premium,Aug-23
549,20956158,Kashish Misra,Kavali,Premium,Mar-24
550,21201299,Ladli Hegde,Unnao,New,May-24
551,21270783,Aarna Vig,Bhavnagar,New,May-23
552,21282544,Warda Basak,Jaunpur,Regular,Aug-24
553,21409946,Ayushman Agrawal,Bhilwara,Inactive,Mar-24
554,21425168,Gavin Panchal,Aligarh,New,Aug-23
555,21432404,Darika Sharaf,Kalyan-Dombivli,Inactive,Feb-24
556,21456226,Indrajit Mitra,Adoni,New,Jul-23
557,21461764,Nandini Bassi,Singrauli,Premium,Apr-23
558,21481338,Rajata Upadhyay,Tirunelveli,New,Nov-23
559,21524495,Alka Deol,Katni,Premium,Jan-24
560,21553672,Udyati Puri,Morbi,New,Apr-24
561,21573815,Urvashi Dalal,Allahabad,Premium,Sep-23
562,21577948,Madhav Johal,Ahmednagar,New,Nov-23
563,21597477,Mugdha Chaudhuri,Bhopal,Inactive,Sep-23
564,21626705,Ekani Dubey,Bongaigaon,Premium,Nov-23
565,21658322,Balhaar Balasubramanian,Maheshtala,Regular,Jul-24
566,21677923,Lipika Mukhopadhyay,Kakinada,New,Jul-23
567,21697638,Hredhaan Bhagat,Sirsa,New,Jun-24
568,21701991,Wazir Hari,Allahabad,New,Oct-23
569,21779155,Udant Upadhyay,Guntur,New,Oct-23
570,21784094,Lakshit Rai,Bareilly,Regular,May-24
571,21786873,Balhaar Ramesh,Lucknow,Regular,Mar-24
572,21809858,Ekansh Seshadri,Bihar Sharif,Inactive,Apr-23
573,21866852,Ojas Morar,Guwahati,Premium,Nov-23
574,21948041,Oni Amble,Bhavnagar,New,Mar-24
575,22020776,Manan Banerjee,Bhiwandi,Regular,May-23
576,22036818,Yatan Yogi,Hindupur,New,Nov-23
577,22047134,Ubika Shukla,Warangal,Inactive,Oct-24
578,22054087,Peter Buch,Miryalaguda,Inactive,Jan-24
579,22076522,Chaaya Andra,Hindupur,Regular,May-24
580,22077605,Megha Sachar,Aligarh,Inactive,Jun-24
581,22081691,Yagnesh Bora,Satara,New,Nov-23
582,22102079,Vrinda Lalla,Alwar,Premium,Jun-24
583,22112867,Sanaya Chakrabarti,Bangalore,Regular,Aug-24
584,22133362,Samesh Dixit,Anantapuram,Inactive,Aug-24
585,22161071,Arunima Deol,Jalna,New,Jun-23
586,22210238,Rayaan Krishna,Muzaffarnagar,New,Jun-24
587,22227829,Rehaan Patla,Bhiwani,New,Sep-24
588,22253483,Chandresh Hora,Haridwar,Inactive,Sep-23
589,22293666,Gopal Kumar,Saharsa,New,Apr-23
590,22321208,Pratyush Bedi,Ballia,Regular,Oct-24
591,22358567,Zansi Chakraborty,Faridabad,Inactive,Apr-23
592,22483684,Gautami Dar,Kirari Suleman Nagar,Regular,Mar-24
593,22524981,Samar Sengupta,South Dumdum,New,Oct-23
594,22571994,Lakshit Bassi,Bihar Sharif,Regular,Jul-24
595,22613559,Omya Johal,Berhampur,Premium,Dec-23
596,22694456,Eesha Saha,Nashik,New,Mar-24
597,22738465,Gabriel Oak,Narasaraopet,Inactive,Jul-23
598,22800586,Jacob Lad,Bijapur,New,Jun-24
599,22822088,Baghyawati Wadhwa,Amravati,New,Aug-23
600,22846435,Jackson Shenoy,Tezpur,Inactive,Jul-23
601,22851478,Vamakshi Bhardwaj,Varanasi,Regular,Nov-23
602,22915611,Rishi Minhas,Karaikudi,Regular,Aug-23
603,22931642,Lajita Ghosh,Ambala,New,Oct-24
604,22974816,Ekantika Muni,Bhusawal,Premium,Jan-24
605,23081177,Harinakshi Batta,Panchkula,New,Jun-24
606,23095784,Alka Mitra,Bathinda,Premium,May-23
607,23098216,Ladli Chhabra,Mahbubnagar,New,Nov-23
608,23126356,Oliver Kaur,Bhopal,Inactive,May-24
609,23126657,Ekiya Sekhon,Bahraich,Premium,Apr-23
610,23286884,Vedika Kaur,Serampore,Premium,Mar-24
611,23348269,Rudra Dutta,Ahmednagar,Inactive,Feb-24
612,23380116,Neelima Mody,Jehanabad,New,May-24
613,23434261,Jhalak Chopra,Ambala,Inactive,Jul-23
614,23448955,Pranit Gade,Raebareli,Premium,Oct-24
615,23567263,Yatan Sem,Chinsurah,New,Aug-24
616,23676689,Jagat Dhar,Orai,Premium,Oct-23
617,23755474,Jhalak Rajagopal,Jodhpur,Premium,Sep-24
618,23794330,Nisha Amble,Machilipatnam,Regular,May-24
619,23844919,Jagvi Bhatt,Bhagalpur,Regular,Jul-24
620,23961725,Zayyan Buch,Bhiwandi,Regular,May-24
621,23976957,Ryan Sawhney,Visakhapatnam,New,Aug-23
622,23982977,Charita Rama,Salem,New,Jul-23
623,23984022,Liam Gupta,Nagaon,Regular,Aug-23
624,23996221,Jackson Issac,Ramagundam,Inactive,Oct-23
625,24000329,Aarush Dey,Gulbarga,Premium,Nov-23
626,24032469,Liam Khatri,Muzaffarnagar,New,Nov-23
627,24043135,Edhitha Bassi,Bijapur,Inactive,Oct-24
628,24104630,Jonathan Deo,Jaipur,Premium,Jan-24
629,24107959,David Chowdhury,Howrah,Regular,Jul-24
630,24137201,Jyoti Grewal,Haridwar,New,Sep-24
631,24144240,Charles Parsa,Tezpur,Regular,Sep-23
632,24153726,Azad Sachdev,Orai,Premium,Jun-24
633,24308515,Thomas Walia,Panchkula,Regular,Oct-23
634,24323106,Faras Edwin,Amaravati,Inactive,Feb-24
635,24337950,Ishwar Chakraborty,Haridwar,Inactive,Apr-23
636,24357425,Wriddhish Munshi,Farrukhabad,Inactive,Jul-24
637,24456825,Vansha Khurana,Indore,Inactive,Dec-23
638,24478397,Jairaj Gill,Bidar,New,Mar-24
639,24496983,Vasana Sen,Kamarhati,Regular,Dec-23
640,24517523,Mohini Pillai,Tirunelveli,Premium,Nov-23
641,24581427,Yahvi Tiwari,Ahmednagar,Premium,Aug-23
642,24621386,Maanav Raghavan,Rajahmundry,Premium,Nov-23
643,24633671,Manan Buch,Karnal,New,Sep-24
644,24644542,Harish Mahajan,Tirupati,New,Mar-24
645,24745800,Isaac Mutti,New Delhi,Premium,Jan-24
646,24821281,Onveer Kanda,Khora,Regular,Jun-23
647,24845814,Harshil Shukla,Raipur,Regular,Mar-23
648,24896263,Nachiket Prasad,Amroha,Regular,Jun-24
649,24988999,Yashawini Goyal,Raiganj,Regular,May-24
650,25081012,Mohammed Oak,Baranagar,New,Dec-23
651,25128143,Odika Kannan,Mahbubnagar,Premium,Nov-24
652,25221501,Pratyush De,Orai,Regular,Sep-23
653,25287111,Lakshmi Ratti,Thane,Inactive,Feb-24
654,25294147,Daksh Guha,Amritsar,New,Jun-24
655,25430839,Ria Nair,Vellore,New,Sep-23
656,25447967,Udyati Sani,Rajkot,Regular,Sep-23
657,25503067,Ikshita Yohannan,Alwar,New,Aug-23
658,25520143,Rajata Ahuja,Berhampur,New,Jan-24
659,25526479,Mason Doctor,Hazaribagh,Regular,Mar-23
660,25585013,Ishita Amble,Vasai-Virar,Inactive,May-24
661,25587553,Nakul Venkatesh,Imphal,Regular,Sep-23
662,25595836,Sathvik Prabhakar,Orai,New,Oct-23
663,25641500,Harshil Vaidya,Sultan Pur Majra,Premium,Oct-24
664,25659794,Rajeshri Radhakrishnan,Buxar,Inactive,May-23
665,25661033,Raksha Kannan,Miryalaguda,New,May-23
666,25665997,Barkha Sodhi,Muzaffarnagar,Regular,Aug-24
667,25706121,Baghyawati Toor,Srinagar,Premium,Mar-24
668,25713335,Ojas Sridhar,Chennai,New,Feb-24
669,25722990,Nidra Radhakrishnan,Pallavaram,Regular,Mar-24
670,25747787,Zaid Bobal,Bikaner,Inactive,May-23
671,25770577,Janya Chhabra,Jaipur,Regular,Jul-23
672,25795941,Urishilla Dhillon,Bhalswa Jahangir Pur,Regular,Apr-24
673,25829710,Saumya Chhabra,Faridabad,New,Jan-24
674,25850478,Jeevika Taneja,Danapur,Inactive,Apr-24
675,25915909,Gaurangi Singh,Bhimavaram,New,Jan-24
676,25977417,Lohit Sengupta,Berhampore,Inactive,Apr-24
677,25981385,Chasmum Deol,Kakinada,New,Oct-23
678,26040510,Jasmit Barad,Kadapa,Premium,Oct-23
679,26199489,Aarna Gola,Serampore,Inactive,Jul-24
680,26227445,Krishna Warrior,Ghaziabad,Regular,Sep-24
681,26245432,Darika Konda,Tirupati,Inactive,Jan-24
682,26250082,Om Bora,Arrah,New,Oct-24
683,26278566,Henry Zachariah,Satna,New,Jan-24
684,26285589,Bakhshi De,Yamunanagar,New,Oct-24
685,26303194,Janaki Parsa,Pali,Premium,Apr-23
686,26364643,Zehaan Keer,Morena,Inactive,Aug-24
687,26412689,Yadavi Rastogi,Bahraich,Regular,Jun-24
688,26432512,Warhi Iyer,Khora,New,Dec-23
689,26521850,Yatin Varma,Kishanganj,New,Jun-23
690,26592009,Michael Dhingra,Adoni,Premium,Nov-23
691,26716400,Yamini Dey,Morena,Premium,Jul-23
692,26752630,Nakul Gade,Delhi,Inactive,Sep-24
693,26805477,Xavier Hans,Sambhal,New,May-24
694,26844216,Yochana Babu,Pali,Premium,Jun-24
695,26863280,Aryan Dewan,Rajkot,Inactive,Nov-23
696,26903313,Chandresh Sandal,Bhimavaram,Regular,Apr-23
697,26912171,Jagat Banerjee,Rampur,New,Jun-24
698,26935187,Tanveer Yogi,Chandrapur,Premium,Nov-23
699,26936578,Lavanya Bawa,Maheshtala,Regular,Apr-24
700,27038630,Megha Thakkar,Fatehpur,Regular,Apr-23
701,27049432,Mitali Shankar,Nagaon,Premium,Jul-23
702,27304727,Farhan Patel,Tiruvottiyur,Regular,Mar-24
703,27304827,Arjun Bhardwaj,Coimbatore,Premium,Jun-24
704,27336589,Bishakha Bhargava,Ghaziabad,New,Dec-23
705,27353891,Gabriel Ahluwalia,Parbhani,Premium,Jun-23
706,27381533,Zayan Guha,Rampur,Premium,Aug-23
707,27416314,Anika Hari,Kanpur,Inactive,Mar-24
708,27504517,Rayaan Gupta,Bardhaman,New,Jun-23
709,27513158,Dev Taneja,Aizawl,New,Mar-24
710,27586115,Maanas Batra,Jamnagar,Inactive,Nov-23
711,27604184,Tripti Nadig,Nandyal,New,Oct-23
712,27620326,Chasmum Sahni,Tezpur,Regular,Jul-24
713,27692428,Warjas Tara,Chennai,Regular,May-24
714,27694927,Vedant Chandra,Nagpur,Premium,Jun-24
715,27698051,Mitesh Savant,Gandhinagar,Premium,Jul-23
716,27709218,Ryan Dhingra,Dindigul,Regular,Apr-24
717,27727819,Lavanya Bhasin,Nagercoil,Inactive,Oct-23
718,27746432,Eesha Rajagopal,Bangalore,Inactive,Jul-23
719,27824078,Caleb Ramakrishnan,Jalna,Inactive,Sep-24
720,27878182,Qabil Lata,Thoothukudi,Inactive,Mar-23
721,27955158,Abeer Kamdar,Shivpuri,New,Mar-24
722,27971619,Wriddhish Anne,Mirzapur,New,Oct-23
723,28111842,Charles Kannan,Tirunelveli,Premium,Sep-24
724,28173165,Gayathri Padmanabhan,Srikakulam,Inactive,Aug-23
725,28205701,Vedika D’Alia,Panvel,Inactive,Oct-24
726,28221067,Ekansh Tandon,Agra,Regular,Oct-24
727,28277304,Chaitanya Mann,Haridwar,Inactive,Feb-24
728,28280172,Gaurang Dutta,Amravati,Premium,Jun-23
729,28286754,Bina Setty,Singrauli,Regular,Mar-24
730,28289030,Sarthak Parmar,Dehri,Regular,Oct-24
731,28350645,Alka Srinivasan,Ratlam,Inactive,Jan-24
732,28394354,Yatin Mohanty,Kumbakonam,Regular,Mar-24
733,28413467,Leena Mane,Kolhapur,New,Jul-24
734,28428852,Libni Dada,Mira-Bhayandar,Inactive,Apr-23
735,28458746,Dalaja Borde,Bulandshahr,New,Sep-23
736,28499191,Amara Patel,Thoothukudi,Premium,Jul-23
737,28603182,Karan Narayan,South Dumdum,New,Aug-24
738,28663279,Sai Bhatia,Jamnagar,Premium,Mar-23
739,28876580,Udant Doshi,North Dumdum,Inactive,Dec-23
740,28991365,Avi Menon,Jamnagar,New,Mar-24
741,28995786,Vanya Swamy,Bardhaman,Inactive,Oct-24
742,29038113,Wridesh Vyas,Kalyan-Dombivli,New,Jun-24
743,29095552,Gunbir Vala,Amritsar,Inactive,Apr-23
744,29097987,Matthew Subramanian,Hosur,Inactive,Apr-24
745,29265216,Samuel Buch,Bidar,New,Apr-24
746,29272253,Brijesh Nadkarni,Kolhapur,New,Sep-24
747,29324437,Radhika Bains,Nanded,Premium,Aug-24
748,29361038,Idika Gade,Aurangabad,New,Aug-23
749,29415527,Abha Behl,Pudukkottai,Regular,Apr-24
750,29431960,Jagdish Manda,Etawah,Premium,Feb-24
751,29451600,Max Shankar,Amritsar,New,Apr-23
752,29502852,Andrew Vasa,Dibrugarh,New,Aug-24
753,29525287,Theodore Dhar,Bhimavaram,Premium,Nov-23
754,29562072,Edhitha Ranganathan,Hindupur,New,Aug-23
755,29562254,Devansh Murty,Jaunpur,Inactive,Jul-23
756,29584848,Lucky Chada,Dehri,Premium,Oct-24
757,29600229,Tamanna Borde,Gulbarga,Inactive,Jan-24
758,29653387,Aradhana Rout,Malda,New,Apr-24
759,29664214,Vrishti Chopra,Chennai,Regular,Jan-24
760,29689766,Pallavi Kala,Tenali,New,Mar-23
761,29858395,Patrick Rout,Hospet,Inactive,Sep-24
762,29902416,Falak Choudhry,Tenali,Inactive,Jul-23
763,29941225,Oviya Bhandari,Chapra,Premium,Jun-24
764,29973346,Pranit Sane,Sambhal,Premium,Feb-24
765,30029998,Ishwar Edwin,Hazaribagh,New,Sep-24
766,30042971,Garima Morar,Rewa,Regular,Oct-24
767,30065862,Urishilla Hegde,Allahabad,Regular,Sep-24
768,30116949,Harshil Pathak,Nadiad,Inactive,Aug-23
769,30188374,Naveen Chakrabarti,Haldia,New,Mar-24
770,30192942,Darika Raj,Jodhpur,Premium,Feb-24
771,30265929,Nandini Brahmbhatt,Nizamabad,Premium,Aug-24
772,30285217,Isha Sahni,Parbhani,Premium,Sep-23
773,30317733,Janani Sawhney,Durgapur,Inactive,Jun-24
774,30367559,Bhavna Guha,Aligarh,Regular,Sep-24
775,30373140,Sai Dhingra,Kishanganj,Regular,Jul-24
776,30447453,Jagrati Lad,Thanjavur,Premium,Jun-23
777,30455484,Lajita Ravel,Katni,New,May-23
778,30468930,Nirja Manda,Gandhinagar,Regular,May-24
779,30535703,Dev Comar,Morbi,Regular,Jun-24
780,30619659,Lohit Kalla,Kochi,Inactive,Sep-24
781,30643619,Ethan Nagi,Shimla,Inactive,Mar-24
782,30733165,Gaurang Grewal,Ujjain,Inactive,May-24
783,30755306,Divya Kakar,Bhilwara,Inactive,Jun-24
784,30767655,Aarnav Issac,Karnal,Regular,Jun-24
785,30788486,Vrishti Mittal,Bhimavaram,New,Mar-24
786,30823988,Owen Sangha,Deoghar,Premium,Mar-24
787,30891209,Azaan Bora,Gudivada,New,Jul-24
788,30900441,Omaja Misra,Khora,New,Jul-24
789,30979436,Diya Chaudry,Ozhukarai,Regular,Jul-24
790,31000129,Lohit Kaur,Raichur,Premium,Mar-24
791,31026200,Saksham Garg,Kavali,New,Mar-24
792,31076002,Urvi Wali,Tinsukia,New,May-23
793,31084686,Jai Ramaswamy,Aurangabad,Regular,Jun-24
794,31156674,Aarav Jaggi,Jamnagar,Inactive,Apr-24
795,31233120,Veer Krish,Lucknow,Regular,May-24
796,31324823,Utkarsh Biswas,Fatehpur,New,Sep-23
797,31328762,Vanya Sanghvi,Durg,Premium,Mar-24
798,31371112,Osha Chad,Darbhanga,Regular,Nov-23
799,31384626,Tanay Desai,Nangloi Jat,Regular,Jun-24
800,31389750,Advika Bala,Karaikudi,New,Aug-23
801,31410886,Ayush Manda,Sasaram,Inactive,May-24
802,31456752,Henry Borah,Thanjavur,Premium,Jun-24
803,31527100,Triya Tailor,Ratlam,Inactive,Nov-23
804,31537100,Rajata Sampath,Kozhikode,Regular,Feb-24
805,31569754,Edhitha Kumer,Bilaspur,Regular,Feb-24
806,31576845,Chasmum Raman,Madurai,New,Jul-23
807,31582950,Bhavya Khalsa,Jhansi,New,Dec-23
808,31619915,Joshua Trivedi,Gandhinagar,New,Jun-24
809,31622158,Omya Modi,Kolhapur,New,May-23
810,31681710,Udant Prabhakar,Panchkula,Regular,Jan-24
811,31708103,Kabir Mani,Gudivada,New,Sep-23
812,31718565,Andrew Wable,Durgapur,Regular,May-24
813,31776996,Bhavya Shankar,Madanapalle,New,Apr-24
814,31831843,Aarini Bir,Machilipatnam,Inactive,Mar-23
815,31846190,Charan Choudhary,Kolkata,New,Sep-24
816,31914222,Rajeshri Lad,Bhilwara,Inactive,Sep-24
817,31923338,Ishwar Goyal,Yamunanagar,New,Mar-24
818,31940833,Urmi Amble,Karawal Nagar,New,Jul-23
819,31978160,Kiaan Khare,Saharanpur,New,May-24
820,31981068,Hemang Sarkar,Shivpuri,Regular,Jun-23
821,31991019,Gauri Dhar,New Delhi,Regular,Sep-23
822,32003512,Advaith Sarkar,Sasaram,Premium,Oct-24
823,32006907,Mohammed Din,Guwahati,Regular,Sep-23
824,32019725,Tarak Rout,Panchkula,Premium,Jan-24
825,32054313,Jai Char,Raurkela Industrial Township,Regular,Oct-24
826,32203588,Krish Srinivas,Berhampur,Premium,Apr-24
827,32293017,Samarth Kapoor,Gudivada,Inactive,Jan-24
828,32426778,Falguni Kapadia,Naihati,Inactive,May-24
829,32500305,Ridhi Khatri,Orai,New,Jun-24
830,32527479,Nidhi Varkey,Jorhat,Regular,Nov-23
831,32540616,Jairaj Sehgal,Nellore,New,Mar-24
832,32564478,Ekbal Dubey,Kishanganj,Premium,Jun-24
833,32585389,Abhimanyu Sachdeva,Howrah,Premium,Nov-23
834,32595806,Radha Bhardwaj,Chandigarh,Inactive,May-24
835,32635818,Panini Natt,Loni,Regular,Mar-24
836,32656885,Xiti Sane,Durgapur,New,Aug-23
837,32797235,Shravya Chandran,Guntakal,Regular,Nov-23
838,32809328,Oeshi Raghavan,Chittoor,Premium,Feb-24
839,32830199,Abhimanyu Suri,Aizawl,Premium,Aug-24
840,32868927,Anjali Lala,Karimnagar,New,Apr-23
841,32929817,Vedika Devi,Muzaffarpur,Regular,Aug-24
842,32987624,Dalaja Arora,Jabalpur,Premium,Apr-23
843,33034249,Lavanya Hari,Bhind,Inactive,Oct-24
844,33280073,Yuvraj Lad,Tadepalligudem,Inactive,Jul-23
845,33295496,Imaran Chaudry,Haldia,Premium,Jan-24
846,33331259,Leena Deol,Saharsa,Inactive,Aug-24
847,33370343,Yachana Bava,Ratlam,Premium,Jul-24
848,33394166,Dakshesh Lad,Surendranagar Dudhrej,New,Oct-24
849,33472376,Krisha Misra,Bardhaman,Premium,Jan-24
850,33481252,Ishaan Naidu,Noida,Premium,Aug-24
851,33533919,Anamika Ghosh,Gulbarga,New,Oct-24
852,33544355,Aarnav Nayak,Sri Ganganagar,Premium,Aug-23
853,33574338,Prisha Bahl,Thiruvananthapuram,Inactive,Aug-23
854,33608451,Lohit Dugar,Madurai,Inactive,May-23
855,33617546,Harrison Edwin,Bhopal,New,Sep-24
856,33651554,Madhav Sridhar,Saharsa,New,Sep-24
857,33658749,Anjali Varty,Ahmednagar,Inactive,Mar-24
858,33671354,Veda Chhabra,Bijapur,Inactive,Sep-24
859,33675108,Yagnesh Patel,Jalgaon,Inactive,Dec-23
860,33685414,Nidhi Swaminathan,Miryalaguda,Regular,Mar-24
861,33706378,Michael Dugar,Mehsana,New,Sep-23
862,33741801,Girindra Nadig,Ratlam,New,Jan-24
863,33829924,Jeevika Sami,Kanpur,New,Dec-23
864,33871107,Aarav Rout,Thiruvananthapuram,Inactive,Nov-24
865,33998721,Aahana Naik,Bhilai,New,Feb-24
866,34073080,Pushti Gour,Thrissur,Regular,May-23
867,34074184,Nakul Din,Bangalore,New,Mar-24
868,34095555,Charan Misra,Raiganj,Premium,Sep-23
869,34156884,Rachita Lal,Kolkata,Regular,Jun-23
870,34237583,Ishwar Chand,Hapur,New,Sep-24
871,34281470,Yash Johal,Kharagpur,Premium,Jan-24
872,34297405,Jack Babu,Saharanpur,New,Dec-23
873,34381941,Oeshi Thaman,Malegaon,Inactive,Jul-23
874,34425723,Vasatika Saini,Saharanpur,Regular,Sep-23
875,34526442,Harita Chatterjee,Raipur,Regular,Sep-23
876,34526570,Falak Edwin,Mysore,New,Jul-24
877,34567918,Meghana Ranganathan,Latur,Inactive,Oct-24
878,34580200,Unni Dara,Bally,Premium,Jun-24
879,34588087,Tanmayi Vyas,Shimla,New,May-23
880,34655710,Abeer Ravel,Katihar,Inactive,Sep-24
881,34657654,Vidhi Devi,Ramgarh,Inactive,Jun-24
882,34668988,Wishi Varughese,Nagpur,Inactive,Aug-23
883,34697768,Omaja Oak,Aurangabad,Regular,Mar-23
884,34713143,Ganga Sabharwal,Jehanabad,Premium,Aug-24
885,34755436,Jatin Ramachandran,Kolkata,New,Jun-23
886,34761418,Nitesh De,Bhilwara,New,Aug-24
887,34768050,Ekalinga Dixit,Dhanbad,Inactive,Nov-23
888,34787383,Ekbal Talwar,Anantapur,Premium,Oct-24
889,34835738,Vrinda Mutti,Jalna,Premium,Aug-23
890,34839913,Gaurika Dayal,Belgaum,Regular,Aug-24
891,34853377,William Dutta,Nanded,Premium,Jun-23
892,34897081,Kamala Dasgupta,Shahjahanpur,Premium,Jul-23
893,35049420,Udarsh Mangal,Madanapalle,Regular,Mar-23
894,35133191,Ojasvi Sha,Loni,Regular,Oct-24
895,35144658,Tristan Gulati,Bilaspur,Premium,Jan-24
896,35156679,Chakradev Verma,Etawah,Premium,Jan-24
897,35237846,Bakhshi Varkey,Guna,Premium,Sep-23
898,35278126,Harinakshi Arya,Tumkur,Premium,Dec-23
899,35302195,Garima Chahal,Maheshtala,New,Apr-23
900,35349582,Raksha Kalla,Bhilai,Premium,Jan-24
