order_key,customer_id,customer_name,area,customer_segment,order_id,order_date,product_id,product_name,category,brand,quantity,unit_price,total_cost,payment_method,delivery_status,delay_reason,rating,feedback_category,sentiment
762,61877649,Yuvraj Roy,Nagaon,Premium,1584863963,21-07-2024,455755,Detergent,Household Care,Mangal-Sathe,3,44.09,132.27,UPI,Significantly Delayed,Traffic,4,Customer Service,Neutral
763,11540364,Jonathan Virk,Firozabad,New,1588828749,17-11-2023,53833,Rice,Grocery & Staples,Tella-Master,3,134.69,404.07,UPI,Slightly Delayed,Traffic,3,Customer Service,Negative
764,77961205,Yashica Handa,Burhanpur,Premium,1589326447,27-01-2024,647462,Lotion,Personal Care,Balan   Samra and Sekhon,3,326.42,979.26,Card,Slightly Delayed,Traffic,5,Product Quality,Positive
765,42208242,Farhan Tata,Danapur,Regular,1590988730,21-12-2023,764014,Salt,Grocery & Staples,Grewal   Swamy and Dayal,3,612.04,1836.12,Cash,On Time,Not Applicable,3,Delivery,Neutral
766,78903046,Dakshesh Sundaram,Karawal Nagar,Regular,1592757566,17-07-2024,124290,Lotion,Personal Care,Sachdev Group,2,39.65,79.3,Wallet,Significantly Delayed,Traffic,4,App Experience,Neutral
767,93122847,Nachiket Sangha,Ludhiana,Regular,1593291198,30-09-2024,52729,Cat Food,Pet Care,Saini LLC,2,316.02,632.04,Cash,Significantly Delayed,Traffic,1,Product Quality,Negative
768,30188374,Naveen Chakrabarti,Haldia,New,1595123446,27-02-2024,137909,Cough Syrup,Pharmacy,Dalal PLC,2,864.3,1728.6,Cash,Slightly Delayed,Traffic,4,Customer Service,Positive
769,37947202,Eta Srinivasan,Nandyal,Regular,1598213217,09-08-2023,51036,Baby Food,Baby Care,Karnik PLC,3,931.61,2794.83,Wallet,On Time,Not Applicable,4,App Experience,Positive
770,19581959,Eesha Sahota,Ghaziabad,Premium,1602291242,29-03-2023,131937,Frozen Pizza,Instant & Frozen Food,Varkey   Devi and Ganguly,3,287.81,863.43,Wallet,Slightly Delayed,Traffic,3,Customer Service,Negative
771,11063505,Garima Pillay,Udaipur,New,1602396548,09-09-2024,365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,2,229.38,458.76,Card,Slightly Delayed,Traffic,3,Delivery,Negative
772,7076456,Upkaar Munshi,Ichalkaranji,Regular,1605287230,08-08-2023,871592,Carrots,Fruits & Vegetables,Shankar   Nadkarni and Kumer,2,870.29,1740.58,UPI,On Time,Not Applicable,3,Delivery,Neutral
773,31940833,Urmi Amble,Karawal Nagar,New,1606381345,22-03-2023,784673,Dog Food,Pet Care,Ramanathan Group,1,491.39,491.39,Cash,On Time,Not Applicable,4,Delivery,Neutral
774,85907588,Avni Rai,Rampur,Inactive,1608084881,21-03-2024,652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,1,22.04,22.04,UPI,Slightly Delayed,Traffic,4,App Experience,Neutral
775,8791577,Warda Kohli,Madhyamgram,Regular,1609331948,04-01-2024,490602,Sugar,Grocery & Staples,Raghavan Inc,3,549.47,1648.41,UPI,On Time,Not Applicable,3,Product Quality,Neutral
776,48776805,Prisha Sanghvi,Alwar,Premium,1611921781,01-06-2023,123983,Cough Syrup,Pharmacy,Kurian-Chhabra,3,785.67,2357.01,Card,On Time,Not Applicable,4,Customer Service,Positive
777,43518622,Pooja Gole,Jaunpur,Regular,1617565217,01-06-2024,726958,Cat Food,Pet Care,Doctor-Patla,1,887.48,887.48,UPI,On Time,Not Applicable,3,Product Quality,Negative
778,84993732,Henry Modi,Aligarh,Regular,1617927874,14-09-2024,365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,1,229.38,229.38,UPI,Slightly Delayed,Traffic,3,Customer Service,Neutral
779,87450286,Harish Bedi,Asansol,Premium,1621109077,25-03-2024,557908,Vitamins,Pharmacy,Sundaram Inc,1,942.37,942.37,Card,Slightly Delayed,Traffic,4,Delivery,Neutral
780,52048413,Keya Balakrishnan,Jalna,Inactive,1624690598,23-03-2024,799688,Lotion,Personal Care,Arora LLC,3,309.62,928.86,UPI,On Time,Not Applicable,3,App Experience,Neutral
781,26303194,Janaki Parsa,Pali,Premium,1633238374,12-08-2023,487065,Chips,Snacks & Munchies,Kadakia-Yadav,1,374.68,374.68,UPI,Slightly Delayed,Traffic,3,Customer Service,Negative
782,79135318,Amaira Issac,Saharanpur,Inactive,1635083835,27-09-2023,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,2,321.28,642.56,Card,Significantly Delayed,Traffic,2,Product Quality,Negative
783,7378768,Shravya Dada,Bellary,New,1642059453,12-08-2023,70969,Carrots,Fruits & Vegetables,Mohan Group,1,631.7,631.7,Card,Slightly Delayed,Traffic,1,App Experience,Negative
784,32585389,Abhimanyu Sachdeva,Howrah,Premium,1643011737,14-07-2024,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3,212.61,637.83,Cash,Slightly Delayed,Traffic,5,Product Quality,Positive
785,37691544,Onkar Devan,Darbhanga,Inactive,1643234106,12-09-2024,557908,Vitamins,Pharmacy,Sundaram Inc,3,942.37,2827.11,Wallet,Significantly Delayed,Traffic,2,Product Quality,Negative
786,90649019,Omaja Sahni,Fatehpur,New,1643246998,29-10-2023,677169,Cough Syrup,Pharmacy,Char-Divan,3,261.03,783.09,UPI,Slightly Delayed,Traffic,4,App Experience,Neutral
787,67918495,Aarav Gour,Ratlam,Inactive,1645212433,07-08-2024,473929,Carrots,Fruits & Vegetables,Bhardwaj   Bhatia and Deshmukh,2,440.19,880.38,UPI,Significantly Delayed,Traffic,4,Delivery,Positive
788,47625855,Caleb Brar,Mango,New,1645477578,20-07-2023,473929,Carrots,Fruits & Vegetables,Bhardwaj   Bhatia and Deshmukh,3,440.19,1320.57,Cash,On Time,Not Applicable,1,Delivery,Negative
789,51387106,Nandini Devi,Jamalpur,New,1646665366,26-07-2024,654297,Potatoes,Fruits & Vegetables,Chandran-Dass,3,13.25,39.75,Wallet,Significantly Delayed,Traffic,2,Delivery,Negative
790,95364457,Nitara Bandi,Ramagundam,Premium,1648146562,14-05-2023,398340,Instant Noodles,Instant & Frozen Food,Nadig   Zachariah and Soni,1,651.93,651.93,Cash,On Time,Not Applicable,3,Customer Service,Neutral
791,27513158,Dev Taneja,Aizawl,New,1659181364,26-08-2023,94225,Toilet Cleaner,Household Care,Gulati   Ram and Sarkar,2,77.11,154.22,UPI,Slightly Delayed,Traffic,2,Delivery,Negative
792,79169760,Benjamin Kant,Nagaon,New,1661854320,28-09-2024,382511,Butter,Dairy & Breakfast,Bora-Thakkar,2,702.54,1405.08,UPI,Slightly Delayed,Traffic,1,Product Quality,Negative
793,5226128,Wridesh Mander,Bhimavaram,New,1665004352,01-08-2023,883013,Eggs,Dairy & Breakfast,Chahal Group,2,989.88,1979.76,Cash,On Time,Not Applicable,3,Product Quality,Neutral
794,85474732,Waida Lanka,Allahabad,Premium,1666202264,07-05-2023,337168,Eggs,Dairy & Breakfast,Dasgupta PLC,2,545.49,1090.98,Cash,Slightly Delayed,Traffic,2,Product Quality,Negative
795,69908484,Kevin Sachar,Udupi,New,1668737869,23-03-2023,183929,Bread,Dairy & Breakfast,Nagi   Sampath and Khurana,1,738.74,738.74,Wallet,On Time,Not Applicable,5,Product Quality,Positive
796,27698051,Mitesh Savant,Gandhinagar,Premium,1668797251,18-05-2023,133542,Detergent,Household Care,Edwin-Lall,2,68.49,136.98,Card,Slightly Delayed,Traffic,1,Delivery,Negative
797,62600289,Tanmayi Zachariah,Udaipur,Inactive,1669690997,25-12-2023,925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,3,475.04,1425.12,Cash,Slightly Delayed,Traffic,3,Product Quality,Negative
798,92356639,Girish Lall,Udaipur,Inactive,1670694517,09-08-2024,704868,Detergent,Household Care,Parikh   Oak and Kara,3,193.46,580.38,Cash,On Time,Not Applicable,3,Product Quality,Neutral
799,48167795,Charita Kapoor,Visakhapatnam,New,1673794089,06-02-2024,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,3,332.84,998.52,Cash,On Time,Not Applicable,3,Delivery,Negative
800,52085702,Irya Soni,Fatehpur,New,1674463798,21-09-2024,67197,Butter,Dairy & Breakfast,Shetty-Bora,1,552.2,552.2,UPI,Slightly Delayed,Traffic,4,App Experience,Neutral
801,36998375,Yatin Mammen,Tirupati,Inactive,1675849477,11-06-2024,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,2,738.46,1476.92,UPI,Slightly Delayed,Traffic,3,Product Quality,Negative
802,24644542,Harish Mahajan,Tirupati,New,1677502866,18-01-2024,969851,Frozen Vegetables,Instant & Frozen Food,Kara   Sodhi and Bassi,1,340.66,340.66,UPI,On Time,Not Applicable,2,Product Quality,Negative
803,49136375,Rohan Basak,Bathinda,Inactive,1678557345,12-05-2024,329351,Cheese,Dairy & Breakfast,Lala   Kalita and Sathe,1,310.87,310.87,Wallet,On Time,Not Applicable,2,Customer Service,Negative
804,7288562,Triya Singhal,Dewas,New,1680591951,11-03-2024,131748,Dog Food,Pet Care,Shroff   Wason and Dugar,1,81.35,81.35,Card,On Time,Not Applicable,2,Delivery,Negative
805,92306841,Dakshesh Kalita,Rampur,New,1683118802,17-12-2023,992178,Pain Reliever,Pharmacy,Basu and Sons,3,632.43,1897.29,Cash,Slightly Delayed,Traffic,4,App Experience,Neutral
806,6579892,Indrajit Sodhi,Silchar,Regular,1685382357,04-05-2023,329351,Cheese,Dairy & Breakfast,Lala   Kalita and Sathe,2,310.87,621.74,Card,Significantly Delayed,Traffic,4,Product Quality,Neutral
807,47215976,Jasmit Ganesh,Jalna,Premium,1686508921,22-07-2024,659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,3,319.34,958.02,Wallet,On Time,Not Applicable,5,Delivery,Positive
808,82425179,Gagan Patil,Kakinada,Regular,1687314172,13-03-2024,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,2,332.84,665.68,Cash,Slightly Delayed,Traffic,4,App Experience,Positive
809,21701991,Wazir Hari,Allahabad,New,1689937124,17-01-2024,903336,Pulses,Grocery & Staples,Vaidya   Amble and Palla,3,551.88,1655.64,Wallet,Slightly Delayed,Traffic,5,Product Quality,Positive
810,79764458,Bhavani Kant,Etawah,New,1690800946,29-03-2023,589812,Detergent,Household Care,Bir PLC,1,163.03,163.03,UPI,Slightly Delayed,Traffic,5,Product Quality,Positive
811,20625627,Hredhaan Prasad,Amritsar,Premium,1690831615,25-05-2023,566052,Pain Reliever,Pharmacy,Apte   Soman and Raju,2,87.3,174.6,Cash,On Time,Not Applicable,4,Product Quality,Positive
812,80796977,Nicholas Chandra,Deoghar,Premium,1691260635,17-06-2024,707935,Cat Food,Pet Care,Anne   Mammen and Khatri,1,820.9,820.9,Card,Slightly Delayed,Traffic,4,Delivery,Neutral
813,12277039,Manthan Trivedi,Unnao,Regular,1694826296,09-05-2023,709916,Detergent,Household Care,Varkey LLC,1,33.76,33.76,Card,On Time,Not Applicable,5,Customer Service,Positive
814,81382213,Victor Khurana,Burhanpur,Inactive,1695982633,13-01-2024,481843,Chocolates,Snacks & Munchies,Taneja   Kala and Kota,2,297.68,595.36,Wallet,On Time,Not Applicable,4,App Experience,Neutral
815,25795941,Urishilla Dhillon,Bhalswa Jahangir Pur,Regular,1696936610,13-09-2023,490939,Lotion,Personal Care,Roy   Barad and De,1,80.25,80.25,Wallet,Slightly Delayed,Traffic,5,Customer Service,Positive
816,19425804,Xavier Sahni,Jodhpur,Inactive,1706198744,03-06-2024,444361,Pain Reliever,Pharmacy,Prakash   Bawa and Kale,2,822.63,1645.26,UPI,On Time,Not Applicable,3,Delivery,Negative
817,93370787,Oni Sahota,Jehanabad,New,1706445141,11-03-2024,146840,Bread,Dairy & Breakfast,Bains   Deol and Vaidya,1,786.85,786.85,UPI,Slightly Delayed,Traffic,3,App Experience,Negative
818,79895967,Hema Luthra,Chennai,Regular,1708282193,25-01-2024,818522,Cheese,Dairy & Breakfast,Hora-Roy,3,96.09,288.27,UPI,Slightly Delayed,Traffic,2,Customer Service,Negative
819,90448312,Chandani Tata,Panihati,Inactive,1712456261,15-10-2023,669378,Potatoes,Fruits & Vegetables,Chadha and Sons,1,212.14,212.14,Cash,On Time,Not Applicable,3,Product Quality,Neutral
820,5228136,Oeshi Mallick,Ambarnath,Premium,1712832927,16-03-2024,425341,Pet Treats,Pet Care,Mani   Dhar and Muni,3,486.28,1458.84,UPI,Significantly Delayed,Traffic,4,Delivery,Positive
821,27698051,Mitesh Savant,Gandhinagar,Premium,1714593246,20-10-2024,613942,Pet Treats,Pet Care,Dyal   Saraf and Goel,3,545,1635,Wallet,Slightly Delayed,Traffic,4,App Experience,Neutral
822,86067293,Udarsh Gour,Sambalpur,Inactive,1714709914,10-09-2024,256783,Pet Treats,Pet Care,Basu   Thakur and Rege,2,906.54,1813.08,UPI,On Time,Not Applicable,4,Customer Service,Positive
823,33706378,Michael Dugar,Mehsana,New,1715175070,27-09-2023,291238,Chocolates,Snacks & Munchies,Sinha   Pau and Chhabra,3,746.03,2238.09,Cash,Significantly Delayed,Traffic,3,App Experience,Negative
824,95873651,Shivani Divan,Ballia,Inactive,1716322448,06-09-2023,700048,Dish Soap,Household Care,Khalsa-Bhavsar,2,141.28,282.56,Cash,Slightly Delayed,Traffic,2,Delivery,Negative
825,87954926,Yachana Mahal,Ambala,Premium,1717841423,31-01-2024,965755,Bananas,Fruits & Vegetables,Doshi   Sarraf and Sama,1,532.57,532.57,Wallet,Slightly Delayed,Traffic,4,App Experience,Neutral
826,25665997,Barkha Sodhi,Muzaffarnagar,Regular,1719134546,10-07-2024,473647,Toothpaste,Personal Care,Ben-Ravi,3,43.05,129.15,Card,Slightly Delayed,Traffic,2,Delivery,Negative
827,79742293,Faris Mohanty,Hajipur,Regular,1721655048,15-04-2024,589812,Detergent,Household Care,Bir PLC,1,163.03,163.03,Wallet,Slightly Delayed,Traffic,3,App Experience,Neutral
828,51014003,Matthew Swaminathan,Giridih,Regular,1722808791,16-05-2023,432617,Baby Wipes,Baby Care,Dora-Pillai,1,863.18,863.18,Cash,On Time,Not Applicable,2,Customer Service,Negative
829,98444183,Radha D’Alia,Tenali,Regular,1728547597,09-06-2024,798639,Eggs,Dairy & Breakfast,Subramaniam LLC,2,211.25,422.5,Card,Significantly Delayed,Traffic,3,Delivery,Neutral
830,23126356,Oliver Kaur,Bhopal,Inactive,1728666371,12-05-2024,131748,Dog Food,Pet Care,Shroff   Wason and Dugar,1,81.35,81.35,Cash,Significantly Delayed,Traffic,4,App Experience,Neutral
831,49795571,Rajata Agrawal,Loni,Premium,1731312620,08-05-2023,589812,Detergent,Household Care,Bir PLC,1,163.03,163.03,Wallet,On Time,Not Applicable,3,Customer Service,Neutral
832,67215939,Dominic Viswanathan,Erode,New,1731478314,30-07-2024,6405,Baby Food,Baby Care,Kashyap-Reddy,2,236.51,473.02,Card,Slightly Delayed,Traffic,1,App Experience,Negative
833,93018527,Lekha Rout,Narasaraopet,New,1732091066,12-05-2024,851978,Vitamins,Pharmacy,Parsa-Bala,1,715.72,715.72,Wallet,On Time,Not Applicable,3,App Experience,Neutral
834,9401406,Lucky Babu,Panipat,Regular,1736212920,10-09-2024,196719,Bananas,Fruits & Vegetables,Yogi Group,1,217.5,217.5,Wallet,On Time,Not Applicable,2,Product Quality,Negative
835,46741896,Jagvi Patla,Mango,Premium,1736713150,07-01-2024,661577,Cat Food,Pet Care,Majumdar PLC,1,720.95,720.95,Cash,Slightly Delayed,Traffic,2,App Experience,Negative
836,86704661,Kamala Chokshi,Kamarhati,Premium,1736953222,18-02-2024,146840,Bread,Dairy & Breakfast,Bains   Deol and Vaidya,2,786.85,1573.7,Wallet,Slightly Delayed,Traffic,5,Delivery,Positive
837,90621147,Vaishnavi Chowdhury,Jhansi,Premium,1741224538,29-03-2023,306177,Frozen Biryani,Instant & Frozen Food,Som Inc,2,769.24,1538.48,Cash,On Time,Not Applicable,4,Product Quality,Neutral
838,87200291,Anya Panchal,Ichalkaranji,Inactive,1741402363,12-06-2024,611575,Frozen Pizza,Instant & Frozen Food,Bhat   Nigam and Hayer,1,482.06,482.06,UPI,Slightly Delayed,Traffic,1,Product Quality,Negative
839,95371787,Bhavya Bhattacharyya,Gudivada,New,1742951029,07-05-2023,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,1,616.45,616.45,Cash,Significantly Delayed,Traffic,1,Customer Service,Negative
840,53332493,Anirudh Bose,Surendranagar Dudhrej,New,1743268828,02-05-2024,9436,Toothpaste,Personal Care,Naidu PLC,1,88.43,88.43,Wallet,Slightly Delayed,Traffic,4,Product Quality,Neutral
841,88532418,Ansh Bahl,Gorakhpur,New,1745045814,30-11-2023,677169,Cough Syrup,Pharmacy,Char-Divan,1,261.03,261.03,Card,On Time,Not Applicable,5,Product Quality,Positive
842,36462363,Samaksh Mandal,Dhanbad,Inactive,1746826454,05-01-2024,798639,Eggs,Dairy & Breakfast,Subramaniam LLC,2,211.25,422.5,Card,On Time,Not Applicable,1,App Experience,Negative
843,56604077,Yutika Pandit,Ghaziabad,Regular,1746921111,28-08-2024,642612,Pet Treats,Pet Care,Pillay-Ahuja,2,517.03,1034.06,Card,On Time,Not Applicable,4,App Experience,Neutral
844,98307019,Omya Magar,Bangalore,New,1751319400,25-06-2024,561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,2,874.78,1749.56,Card,On Time,Not Applicable,3,Delivery,Neutral
845,56195475,Falguni Date,Ahmedabad,Regular,1752712049,31-08-2024,440875,Baby Wipes,Baby Care,Loyal Inc,1,275.03,275.03,Cash,Significantly Delayed,Traffic,4,App Experience,Neutral
846,9048817,Bhavika Banik,Udaipur,Inactive,1753431230,24-03-2024,222892,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,2,869.22,1738.44,Wallet,On Time,Not Applicable,5,Customer Service,Positive
847,33331259,Leena Deol,Saharsa,Inactive,1754472592,11-06-2024,847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,3,781.08,2343.24,Card,Slightly Delayed,Traffic,3,Customer Service,Neutral
848,59094034,Ekanta Dass,Nangloi Jat,Regular,1757159071,13-03-2024,589812,Detergent,Household Care,Bir PLC,2,163.03,326.06,Cash,Slightly Delayed,Traffic,1,App Experience,Negative
849,94404245,Quincy Chauhan,Rampur,Inactive,1762287720,30-08-2024,851978,Vitamins,Pharmacy,Parsa-Bala,3,715.72,2147.16,Card,Slightly Delayed,Traffic,4,Customer Service,Positive
850,1697604,Arjun Deep,Bongaigaon,Regular,1765001264,06-07-2023,654623,Chips,Snacks & Munchies,Pradhan and Sons,1,422.14,422.14,UPI,Significantly Delayed,Traffic,3,App Experience,Neutral
851,60591625,Fitan Kunda,Delhi,New,1766200974,13-10-2024,33955,Frozen Pizza,Instant & Frozen Food,Baral Group,1,186.08,186.08,UPI,On Time,Not Applicable,3,Product Quality,Neutral
852,74682740,Aarush Badami,Rewa,Regular,1766291529,12-07-2024,799459,Vitamins,Pharmacy,Garg   Kari and Kapur,3,852.02,2556.06,UPI,Significantly Delayed,Traffic,4,App Experience,Positive
853,67729191,Arin Grover,Karimnagar,New,1767778760,14-04-2023,516376,Onions,Fruits & Vegetables,Agarwal-Dhar,2,877.43,1754.86,Cash,On Time,Not Applicable,1,Delivery,Negative
854,20209237,Anthony Ratti,Shimoga,Regular,1768504415,15-09-2023,762527,Biscuits,Snacks & Munchies,Chad   Yohannan and Chopra,3,690.08,2070.24,Wallet,On Time,Not Applicable,4,App Experience,Positive
855,3292927,Nisha Iyer,Rewa,New,1769493463,26-06-2024,709916,Detergent,Household Care,Varkey LLC,3,33.76,101.28,Wallet,On Time,Not Applicable,2,App Experience,Negative
856,13071673,Ijaya Bir,Jhansi,Regular,1772445313,21-07-2023,557908,Vitamins,Pharmacy,Sundaram Inc,3,942.37,2827.11,Card,Slightly Delayed,Traffic,5,Product Quality,Positive
857,66655397,Hemal Grover,Pali,New,1772464528,07-09-2023,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,1,616.45,616.45,Cash,Slightly Delayed,Traffic,3,Delivery,Neutral
858,60656482,Rajata Purohit,Haldia,Inactive,1774096863,13-06-2023,784827,Baby Wipes,Baby Care,Balakrishnan Ltd,1,274.25,274.25,Wallet,On Time,Not Applicable,4,Customer Service,Neutral
859,15830066,Rishi Krishnan,Mira-Bhayandar,New,1775389576,10-03-2024,961614,Chocolates,Snacks & Munchies,Goda Inc,3,227.22,681.66,Wallet,On Time,Not Applicable,4,Product Quality,Neutral
860,12305040,Guneet Jayaraman,Noida,Regular,1776582175,29-03-2024,56589,Vitamins,Pharmacy,Pai   Kashyap and Ramachandran,2,517.77,1035.54,Wallet,Slightly Delayed,Traffic,3,Customer Service,Neutral
861,8025622,Daksh Bali,Bulandshahr,Regular,1785144322,22-07-2024,131748,Dog Food,Pet Care,Shroff   Wason and Dugar,1,81.35,81.35,Cash,Slightly Delayed,Traffic,2,App Experience,Negative
862,18986315,Adweta Wason,Bidhannagar,Premium,1785558780,28-06-2024,689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,1,46.62,46.62,Wallet,On Time,Not Applicable,3,Delivery,Negative
863,1719710,Pushti Sabharwal,Giridih,New,1786931285,29-06-2023,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,1,738.46,738.46,Wallet,On Time,Not Applicable,4,Product Quality,Positive
864,5140660,Tripti Loke,Akola,Inactive,1787380558,08-11-2023,444361,Pain Reliever,Pharmacy,Prakash   Bawa and Kale,3,822.63,2467.89,Cash,Slightly Delayed,Traffic,4,App Experience,Neutral
865,81533356,Gauri Lala,Tiruppur,Premium,1789010378,28-07-2023,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,3,154.5,463.5,UPI,On Time,Not Applicable,1,Customer Service,Negative
866,68661619,Chaaya Manne,Darbhanga,Inactive,1793817443,14-11-2023,448752,Toilet Cleaner,Household Care,Batta-Doctor,3,160.07,480.21,Card,Slightly Delayed,Traffic,4,Delivery,Neutral
867,93563435,Siya Sandhu,Nagpur,New,1793847102,09-09-2024,131748,Dog Food,Pet Care,Shroff   Wason and Dugar,3,81.35,244.05,Cash,On Time,Not Applicable,3,Customer Service,Negative
868,19741509,Michael Vohra,Vellore,Regular,1796512004,13-06-2023,462526,Curd,Dairy & Breakfast,Pau and Sons,1,449.97,449.97,Cash,Slightly Delayed,Traffic,1,Product Quality,Negative
869,98088303,Neel Palan,Agartala,New,1803155516,21-06-2023,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,2,332.84,665.68,Cash,On Time,Not Applicable,1,Product Quality,Negative
870,10048910,Pratyush Sawhney,Kozhikode,New,1804073530,19-06-2024,661577,Cat Food,Pet Care,Majumdar PLC,1,720.95,720.95,UPI,On Time,Not Applicable,4,Product Quality,Positive
871,75752515,Gagan Chakraborty,Ballia,Premium,1806118907,25-12-2023,500739,Bread,Dairy & Breakfast,Aggarwal Group,2,359.98,719.96,Wallet,Slightly Delayed,Traffic,1,Product Quality,Negative
872,25659794,Rajeshri Radhakrishnan,Buxar,Inactive,1806563605,24-12-2023,183929,Bread,Dairy & Breakfast,Nagi   Sampath and Khurana,1,738.74,738.74,Wallet,Slightly Delayed,Traffic,2,Customer Service,Negative
873,50105174,Tanveer Baria,Malda,Premium,1809212176,08-04-2023,818522,Cheese,Dairy & Breakfast,Hora-Roy,2,96.09,192.18,Card,On Time,Not Applicable,5,Customer Service,Positive
874,48281892,Teerth Mukherjee,Vellore,New,1809997641,10-11-2023,82484,Baby Food,Baby Care,Mallick PLC,3,914.88,2744.64,UPI,Significantly Delayed,Traffic,1,App Experience,Negative
875,37915052,Ayush Kade,Jalna,Regular,1811382200,25-08-2023,131748,Dog Food,Pet Care,Shroff   Wason and Dugar,3,81.35,244.05,UPI,On Time,Not Applicable,4,Product Quality,Neutral
876,27336589,Bishakha Bhargava,Ghaziabad,New,1814491335,24-02-2024,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,2,925.65,1851.3,Wallet,Significantly Delayed,Traffic,5,App Experience,Positive
877,47618810,Ekalinga Mandal,Ghaziabad,Inactive,1815462789,09-09-2023,679865,Wheat Flour,Grocery & Staples,Memon-Barad,3,347.91,1043.73,UPI,Significantly Delayed,Traffic,2,App Experience,Negative
878,58085779,Abeer Oak,Berhampur,New,1815555165,11-09-2023,382511,Butter,Dairy & Breakfast,Bora-Thakkar,1,702.54,702.54,Card,On Time,Not Applicable,5,Delivery,Positive
879,85198177,Charita Comar,Jammu,Premium,1816814476,04-11-2024,667163,Orange Juice,Cold Drinks & Juices,Palla LLC,2,441.2,882.4,Cash,Slightly Delayed,Traffic,1,Delivery,Negative
880,75632045,Shivansh Sharaf,Silchar,Regular,1821414490,21-10-2024,124290,Lotion,Personal Care,Sachdev Group,2,39.65,79.3,Card,On Time,Not Applicable,5,Delivery,Positive
881,32019725,Tarak Rout,Panchkula,Premium,1821573240,10-04-2024,876139,Pulses,Grocery & Staples,Cherian-Dara,3,415.75,1247.25,Card,Slightly Delayed,Traffic,4,App Experience,Neutral
882,92604392,Kevin Palan,Faridabad,Premium,1823348306,27-06-2023,669378,Potatoes,Fruits & Vegetables,Chadha and Sons,2,212.14,424.28,UPI,On Time,Not Applicable,1,Product Quality,Negative
883,2233446,Wakeeta Pillay,Panihati,New,1824533423,21-05-2023,949818,Biscuits,Snacks & Munchies,Yohannan Inc,2,483.05,966.1,Wallet,Slightly Delayed,Traffic,4,Delivery,Positive
884,51670882,Krishna Hans,Dehradun,Inactive,1824646473,02-04-2023,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,3,332.84,998.52,Cash,On Time,Not Applicable,1,Delivery,Negative
885,41494867,Kalpit Gulati,Bongaigaon,New,1825560091,31-01-2024,82484,Baby Food,Baby Care,Mallick PLC,1,914.88,914.88,Cash,Slightly Delayed,Traffic,3,Product Quality,Neutral
886,16785724,Indali Majumdar,Vellore,Regular,1827844756,07-04-2023,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,1,321.28,321.28,UPI,Slightly Delayed,Traffic,4,App Experience,Positive
887,12455156,Ijaya Agrawal,Eluru,Inactive,1828727552,26-03-2024,820973,Baby Wipes,Baby Care,Lall LLC,3,114.52,343.56,Cash,Slightly Delayed,Traffic,4,Product Quality,Positive
888,41155125,Yahvi Doshi,Tenali,Inactive,1828975788,30-01-2024,667163,Orange Juice,Cold Drinks & Juices,Palla LLC,1,441.2,441.2,Card,Slightly Delayed,Traffic,5,Product Quality,Positive
889,45052594,Harish Venkatesh,Aligarh,New,1829286278,27-09-2023,6405,Baby Food,Baby Care,Kashyap-Reddy,2,236.51,473.02,Card,Slightly Delayed,Traffic,4,Delivery,Neutral
890,46629917,Vasudha Dey,Jamshedpur,Premium,1831516625,29-03-2024,264803,Vitamins,Pharmacy,Gole-Doshi,3,995.98,2987.94,Card,Slightly Delayed,Traffic,3,Product Quality,Neutral
891,76971644,Banjeet Pal,Thoothukudi,Inactive,1831641377,19-03-2024,219598,Shampoo,Personal Care,Arora-Magar,3,367.08,1101.24,Cash,Slightly Delayed,Traffic,3,Product Quality,Neutral
892,69863493,Yashica Madan,Junagadh,Regular,1831943568,23-05-2024,799459,Vitamins,Pharmacy,Garg   Kari and Kapur,3,852.02,2556.06,Cash,Slightly Delayed,Traffic,4,Product Quality,Positive
893,49881540,Xalak Muni,Kottayam,Inactive,1833208408,16-08-2023,194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,3,912.29,2736.87,Cash,On Time,Not Applicable,5,Delivery,Positive
894,60062501,Anirudh Mistry,Bhilwara,New,1833854180,23-03-2023,992178,Pain Reliever,Pharmacy,Basu and Sons,2,632.43,1264.86,Cash,Significantly Delayed,Traffic,3,Delivery,Negative
